xflr5 v6.47

 Calculated polar for: DAE51

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.180 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -4.125,-0.0000, 0.03201, 0.02691,-0.1128,0.9324,0.1224,-1.5421, 0.0000,-228920962.4709
 -3.881, 0.0500, 0.02223, 0.01541,-0.1146,0.9298,0.0473,-2.1120, 0.0000, 2.5682
 -3.468, 0.1000, 0.01963, 0.01224,-0.1149,0.9197,0.0482,-2.0024, 0.0000, 1.4115
 -3.096, 0.1500, 0.01774, 0.01000,-0.1159,0.9138,0.0520,-1.8398, 0.0000, 1.0300
 -2.638, 0.2000, 0.01618, 0.00842,-0.1153,0.9013,0.0615,-1.6366, 0.0000, 0.8315
 -2.181, 0.2500, 0.01482, 0.00713,-0.1149,0.8890,0.0839,-1.4589, 0.0000, 0.7126
 -1.709, 0.3000, 0.01266, 0.00646,-0.1149,0.8767,0.4599,-1.2444, 0.0000, 0.6351
 -1.169, 0.3500, 0.01125, 0.00629,-0.1106,0.8623,1.0000,-0.9253, 0.0000, 0.5670
 -0.717, 0.4000, 0.01131, 0.00601,-0.1101,0.8496,1.0000,-0.6637, 0.0000, 0.5256
 -0.262, 0.4500, 0.01136, 0.00579,-0.1095,0.8367,1.0000,-0.6202, 0.0000, 0.4930
  0.195, 0.5000, 0.01141, 0.00562,-0.1088,0.8232,1.0000,-0.6587, 0.0000, 0.4668
  0.654, 0.5500, 0.01147, 0.00550,-0.1081,0.8089,1.0000,-0.7001, 0.0000, 0.4453
  1.114, 0.6000, 0.01155, 0.00544,-0.1075,0.7934,1.0000,-0.7454, 0.0000, 0.4274
  1.574, 0.6500, 0.01163, 0.00542,-0.1068,0.7769,1.0000,-0.7952, 0.0000, 0.4121
  2.034, 0.7000, 0.01169, 0.00541,-0.1061,0.7596,1.0000,-0.8507, 0.0000, 0.3990
  2.493, 0.7500, 0.01175, 0.00539,-0.1054,0.7418,1.0000,-0.9129, 0.0000, 0.3875
  2.949, 0.8000, 0.01179, 0.00536,-0.1047,0.7237,1.0000,-0.9828, 0.0000, 0.3774
  3.415, 0.8500, 0.01192, 0.00550,-0.1040,0.7014,1.0000,-1.0642, 0.0000, 0.3684
  3.876, 0.9000, 0.01201, 0.00555,-0.1033,0.6798,1.0000,-1.1647, 0.0000, 0.3603
  4.348, 0.9500, 0.01219, 0.00575,-0.1024,0.6531,1.0000,-1.3165, 0.0000, 0.3529
  4.824, 1.0000, 0.01242, 0.00600,-0.1015,0.6241,1.0000,-1.5445, 0.0000, 0.3461
  5.309, 1.0500, 0.01273, 0.00630,-0.1004,0.5906,1.0000,-1.8127, 0.0000, 0.3396
  5.812, 1.1000, 0.01317, 0.00671,-0.0990,0.5490,1.0000,-2.1283, 0.0000, 0.3334
  6.345, 1.1500, 0.01379, 0.00729,-0.0972,0.4931,1.0000,-2.5016, 0.0000, 0.3272
  6.923, 1.2000, 0.01480, 0.00816,-0.0947,0.4186,1.0000,-2.9371, 0.0000, 0.3209
  7.613, 1.2500, 0.01679, 0.00976,-0.0907,0.3008,1.0000,-3.4597, 0.0000, 0.3136
  9.109, 1.3000, 0.02566, 0.01727,-0.0754,0.0664,1.0000,-4.3411, 0.0000, 0.2970
 10.857, 1.3500, 0.03793, 0.02990,-0.0591,0.0382,1.0000,-5.2556, 0.0000, 0.2802
 11.728, 1.4000, 0.04543, 0.03769,-0.0542,0.0313,1.0000,-5.8827, 0.0000, 0.2739


