xflr5 v6.47

 Calculated polar for: DAE51

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.010 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -1.071,-0.0000, 0.04011, 0.02270,-0.0551,1.0000,1.0000,-1.5396, 0.0000,-233454265947.0521
 -0.582, 0.0500, 0.04095, 0.02134,-0.0566,1.0000,1.0000,-1.3325, 0.0000, 1.3887
 -0.021, 0.1000, 0.04214, 0.02089,-0.0571,1.0000,1.0000,-1.0831, 0.0000, 0.8221
  0.573, 0.1500, 0.04369, 0.02119,-0.0573,1.0000,1.0000,-0.8448, 0.0000, 0.6316
  1.197, 0.2000, 0.04563, 0.02212,-0.0576,1.0000,1.0000,-0.6046, 0.0000, 0.5359
  1.852, 0.2500, 0.04803, 0.02377,-0.0578,1.0000,1.0000,-0.5043, 0.0000, 0.4786
  2.542, 0.3000, 0.05098, 0.02621,-0.0582,1.0000,1.0000,-0.5415, 0.0000, 0.4405
  3.275, 0.3500, 0.05464, 0.02955,-0.0588,1.0000,1.0000,-0.5830, 0.0000, 0.4137
  4.063, 0.4000, 0.05922, 0.03405,-0.0597,1.0000,1.0000,-0.6301, 0.0000, 0.3941
  4.925, 0.4500, 0.06506, 0.04003,-0.0610,1.0000,1.0000,-0.6844, 0.0000, 0.3796
  5.893, 0.5000, 0.07277, 0.04816,-0.0629,1.0000,1.0000,-0.7496, 0.0000, 0.3689
  7.016, 0.5500, 0.08337, 0.05952,-0.0659,1.0000,1.0000,-0.8344, 0.0000, 0.3618
  8.395, 0.6000, 0.09886, 0.07618,-0.0707,1.0000,1.0000,-0.9644, 0.0000, 0.3583
 10.151, 0.6500, 0.12202, 0.10093,-0.0786,1.0000,1.0000,-1.1753, 0.0000, 0.3594
 12.144, 0.7000, 0.15130, 0.13200,-0.0901,1.0000,1.0000,-1.3843, 0.0000, 0.3649
 14.001, 0.7500, 0.18003, 0.16213,-0.1033,1.0000,1.0000,-1.5079, 0.0000, 0.3714
 15.137, 0.8000, 0.20093, 0.18386,-0.1163,0.9764,1.0000,-1.5631, 0.0000, 0.3775
 15.865, 0.8500, 0.21608, 0.19954,-0.1279,0.9038,1.0000,-1.6177, 0.0000, 0.3816
 16.844, 0.9000, 0.23315, 0.21708,-0.1373,0.8279,1.0000,-1.6482, 0.0000, 0.3824
 18.008, 0.9500, 0.25089, 0.23528,-0.1456,0.7544,1.0000,-1.6905, 0.0000, 0.3815
 19.336, 1.0000, 0.26850, 0.25330,-0.1536,0.6832,1.0000,-1.7070, 0.0000, 0.3798
 20.796, 1.0500, 0.28624, 0.27137,-0.1619,0.6152,1.0000,-1.7508, 0.0000, 0.3779
 22.296, 1.1000, 0.30564, 0.29117,-0.1705,0.5516,1.0000,-1.7722, 0.0000, 0.3760
 26.050, 1.2000, 0.34103, 0.32738,-0.1927,0.4256,1.0000,-1.8582, 0.0000, 0.3734
 28.314, 1.2500, 0.35963, 0.34655,-0.2069,0.3647,1.0000,-1.9204, 0.0000, 0.3727
 31.079, 1.3000, 0.38137, 0.36903,-0.2246,0.3040,1.0000,-1.9893, 0.0000, 0.3721


