xflr5 v6.47

 Calculated polar for: DAE51

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.300 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -4.358,-0.0000, 0.02181, 0.01634,-0.1096,0.9000,0.0378,-2.2874, 0.0000,-246035806137135.7188
 -3.915, 0.0500, 0.01733, 0.01085,-0.1088,0.8890,0.0317,-2.3911, 0.0000, 2.4540
 -3.447, 0.1000, 0.01451, 0.00769,-0.1082,0.8781,0.0328,-2.2165, 0.0000, 1.3442
 -2.984, 0.1500, 0.01331, 0.00639,-0.1075,0.8677,0.0375,-1.9229, 0.0000, 0.9739
 -2.525, 0.2000, 0.01206, 0.00505,-0.1071,0.8564,0.0444,-1.6994, 0.0000, 0.7896
 -2.075, 0.2500, 0.01127, 0.00423,-0.1068,0.8448,0.0623,-1.4743, 0.0000, 0.6800
 -1.623, 0.3000, 0.00987, 0.00364,-0.1073,0.8335,0.2898,-1.2285, 0.0000, 0.6091
 -1.144, 0.3500, 0.00881, 0.00361,-0.1067,0.8213,0.6292,-0.9278, 0.0000, 0.5557
 -0.637, 0.4000, 0.00791, 0.00340,-0.1039,0.8079,1.0000,-0.6400, 0.0000, 0.5098
 -0.195, 0.4500, 0.00797, 0.00321,-0.1038,0.7958,1.0000,-0.6288, 0.0000, 0.4802
  0.249, 0.5000, 0.00804, 0.00311,-0.1037,0.7821,1.0000,-0.6668, 0.0000, 0.4565
  0.694, 0.5500, 0.00811, 0.00303,-0.1036,0.7678,1.0000,-0.7078, 0.0000, 0.4370
  1.140, 0.6000, 0.00820, 0.00299,-0.1035,0.7528,1.0000,-0.7527, 0.0000, 0.4206
  1.587, 0.6500, 0.00830, 0.00298,-0.1033,0.7368,1.0000,-0.8021, 0.0000, 0.4066
  2.036, 0.7000, 0.00841, 0.00302,-0.1032,0.7186,1.0000,-0.8570, 0.0000, 0.3946
  2.488, 0.7500, 0.00854, 0.00309,-0.1029,0.6992,1.0000,-0.9188, 0.0000, 0.3841
  2.941, 0.8000, 0.00871, 0.00316,-0.1027,0.6794,1.0000,-0.9886, 0.0000, 0.3747
  3.398, 0.8500, 0.00889, 0.00333,-0.1024,0.6557,1.0000,-1.0694, 0.0000, 0.3664
  3.859, 0.9000, 0.00913, 0.00352,-0.1020,0.6307,1.0000,-1.1702, 0.0000, 0.3589
  4.326, 0.9500, 0.00942, 0.00376,-0.1016,0.6030,1.0000,-1.3232, 0.0000, 0.3519
  4.800, 1.0000, 0.00978, 0.00409,-0.1010,0.5712,1.0000,-1.5539, 0.0000, 0.3455
  5.286, 1.0500, 0.01025, 0.00447,-0.1002,0.5339,1.0000,-1.8259, 0.0000, 0.3394
  5.789, 1.1000, 0.01082, 0.00498,-0.0992,0.4844,1.0000,-2.1436, 0.0000, 0.3335
  6.319, 1.1500, 0.01166, 0.00564,-0.0978,0.4212,1.0000,-2.5190, 0.0000, 0.3277
  6.902, 1.2000, 0.01303, 0.00666,-0.0957,0.3316,1.0000,-2.9646, 0.0000, 0.3217
  7.555, 1.2500, 0.01512, 0.00826,-0.0928,0.2196,1.0000,-3.4741, 0.0000, 0.3153
  8.413, 1.3000, 0.01915, 0.01142,-0.0870,0.0746,1.0000,-4.1092, 0.0000, 0.3069
  9.603, 1.3500, 0.02482, 0.01714,-0.0758,0.0346,1.0000,-4.9185, 0.0000, 0.2944
 11.724, 1.4000, 0.03933, 0.03240,-0.0575,0.0224,1.0000,-6.1994, 0.0000, 0.2760


