xflr5 v6.61

 Calculated polar for: C:/Users/yunic/OneDrive/ï∂ûÉ/26ë„ÉyÉâê›åv/ge51_50.dat

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.010 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-12.000,-0.1996, 0.12964, 0.11192,-0.0213,1.0000,1.0000,-1.0485, 0.0000, 0.0000, 0.0000, 0.1116
-11.000,-0.1634, 0.11799, 0.10033,-0.0263,1.0000,1.0000,-1.0279, 0.0000, 0.0000, 0.0000, 0.0539
-10.000,-0.1290, 0.10657, 0.08900,-0.0310,1.0000,1.0000,-1.0250, 0.0000, 0.0000, 0.0000,-0.0301
 -9.000,-0.0970, 0.09544, 0.07797,-0.0354,1.0000,1.0000,-1.0257, 0.0000, 0.0000, 0.0000,-0.1618
 -8.000,-0.1700, 0.09738, 0.08058,-0.0167,1.0000,0.8833,-1.1303, 0.0000, 0.0000, 0.0000, 0.1274
 -7.000,-0.2279, 0.09352, 0.07744,-0.0084,1.0000,0.7621,-1.2651, 0.0000, 0.0000, 0.0000, 0.1975
 -6.000,-0.2551, 0.08467, 0.06921,-0.0041,1.0000,0.7339,-1.3906, 0.0000, 0.0000, 0.0000, 0.2222
 -4.000,-0.0749, 0.05041, 0.03380,-0.0470,1.0000,1.0000,-1.4891, 0.0000, 0.0000, 0.0000,-0.4061
 -3.000,-0.1483, 0.04502, 0.02859,-0.0373,1.0000,1.0000,-1.5950, 0.0000, 0.0000, 0.0000,-0.0128
 -2.000,-0.1563, 0.04287, 0.02456,-0.0296,1.0000,1.0000,-1.4720, 0.0000, 0.0000, 0.0000, 0.0526
 -1.000,-0.1003, 0.04348, 0.02259,-0.0271,1.0000,1.0000,-1.1656, 0.0000, 0.0000, 0.0000,-0.0276
  0.000,-0.0348, 0.04524, 0.02263,-0.0255,1.0000,1.0000,-0.8383, 0.0000, 0.0000, 0.0000,-0.4925
  1.000, 0.0319, 0.04791, 0.02406,-0.0247,1.0000,1.0000,-0.5251, 0.0000, 0.0000, 0.0000, 1.0197
  2.000, 0.0972, 0.05144, 0.02662,-0.0245,1.0000,1.0000,-0.4971, 0.0000, 0.0000, 0.0000, 0.4952
  3.000, 0.1599, 0.05587, 0.03047,-0.0249,1.0000,1.0000,-0.5394, 0.0000, 0.0000, 0.0000, 0.3979
  4.000, 0.2194, 0.06124, 0.03559,-0.0259,1.0000,1.0000,-0.5821, 0.0000, 0.0000, 0.0000, 0.3594
  5.000, 0.2753, 0.06755, 0.04186,-0.0274,1.0000,1.0000,-0.6256, 0.0000, 0.0000, 0.0000, 0.3403
  6.000, 0.3273, 0.07486, 0.04943,-0.0294,1.0000,1.0000,-0.6675, 0.0000, 0.0000, 0.0000, 0.3299
  7.000, 0.3757, 0.08319, 0.05813,-0.0320,1.0000,1.0000,-0.7071, 0.0000, 0.0000, 0.0000, 0.3243
  8.000, 0.4204, 0.09251, 0.06816,-0.0351,1.0000,1.0000,-0.7443, 0.0000, 0.0000, 0.0000, 0.3216
  9.000, 0.4620, 0.10278, 0.07900,-0.0388,1.0000,1.0000,-0.8613, 0.0000, 0.0000, 0.0000, 0.3209
 10.000, 0.5009, 0.11390, 0.09079,-0.0429,1.0000,1.0000,-1.0208, 0.0000, 0.0000, 0.0000, 0.3216
 11.000, 0.5377, 0.12582, 0.10346,-0.0476,1.0000,1.0000,-1.1639, 0.0000, 0.0000, 0.0000, 0.3233
 12.000, 0.5727, 0.13855, 0.11701,-0.0531,1.0000,1.0000,-1.2833, 0.0000, 0.0000, 0.0000, 0.3261
 13.000, 0.6059, 0.15223, 0.13152,-0.0593,1.0000,1.0000,-1.3657, 0.0000, 0.0000, 0.0000, 0.3301
 14.000, 0.6377, 0.16713, 0.14783,-0.0666,1.0000,1.0000,-1.4178, 0.0000, 0.0000, 0.0000, 0.3353
 15.000, 0.6686, 0.18322, 0.16456,-0.0749,1.0000,1.0000,-1.4398, 0.0000, 0.0000, 0.0000, 0.3415
 16.000, 0.7488, 0.21152, 0.19365,-0.0952,0.9058,1.0000,-1.5605, 0.0000, 0.0000, 0.0000, 0.3556
 17.000, 0.8021, 0.22893, 0.21147,-0.1050,0.8118,1.0000,-1.6892, 0.0000, 0.0000, 0.0000, 0.3582
 18.000, 0.8481, 0.24671, 0.22955,-0.1129,0.7541,1.0000,-1.8290, 0.0000, 0.0000, 0.0000, 0.3591
 19.000, 0.8918, 0.26202, 0.24514,-0.1194,0.6862,1.0000,-1.9729, 0.0000, 0.0000, 0.0000, 0.3584
 20.000, 0.9307, 0.27683, 0.26018,-0.1261,0.6431,1.0000,-2.0821, 0.0000, 0.0000, 0.0000, 0.3583
 21.000, 0.9718, 0.29491, 0.27902,-0.1333,0.6046,1.0000,-2.1643, 0.0000, 0.0000, 0.0000, 0.3582
 22.000, 1.0058, 0.30638, 0.29072,-0.1400,0.5679,1.0000,-2.2179, 0.0000, 0.0000, 0.0000, 0.3583
 23.000, 1.0428, 0.32076, 0.30532,-0.1467,0.5231,1.0000,-2.2542, 0.0000, 0.0000, 0.0000, 0.3579
 24.000, 1.0816, 0.33953, 0.32433,-0.1539,0.4849,1.0000,-2.2610, 0.0000, 0.0000, 0.0000, 0.3574
 25.000, 1.1141, 0.35218, 0.33713,-0.1615,0.4552,1.0000,-2.2290, 0.0000, 0.0000, 0.0000, 0.3578
 26.000, 1.1445, 0.36260, 0.34787,-0.1696,0.4277,1.0000,-2.1827, 0.0000, 0.0000, 0.0000, 0.3585
 27.000, 1.1752, 0.37522, 0.36062,-0.1779,0.4029,1.0000,-2.1405, 0.0000, 0.0000, 0.0000, 0.3591
 28.000, 1.2089, 0.39590, 0.38149,-0.1859,0.3773,1.0000,-2.1152, 0.0000, 0.0000, 0.0000, 0.3589
 29.000, 1.2335, 0.39936, 0.38507,-0.1952,0.3566,1.0000,-2.0736, 0.0000, 0.0000, 0.0000, 0.3603
 30.000, 1.2641, 0.41915, 0.40525,-0.2034,0.3317,1.0000,-2.0595, 0.0000, 0.0000, 0.0000, 0.3602
 31.000, 1.2868, 0.42069, 0.40690,-0.2134,0.3101,1.0000,-2.0261, 0.0000, 0.0000, 0.0000, 0.3616
 32.000, 1.3125, 0.43398, 0.42044,-0.2224,0.2883,1.0000,-2.0118, 0.0000, 0.0000, 0.0000, 0.3619
 33.000, 1.3362, 0.44713, 0.43382,-0.2319,0.2717,1.0000,-1.9964, 0.0000, 0.0000, 0.0000, 0.3625
 34.000, 1.3576, 0.45711, 0.44412,-0.2418,0.2564,1.0000,-2.0138, 0.0000, 0.0000, 0.0000, 0.3633
 35.000, 1.3767, 0.46350, 0.45074,-0.2523,0.2423,1.0000,-2.0939, 0.0000, 0.0000, 0.0000, 0.3643
 36.000, 1.3941, 0.46942, 0.45689,-0.2630,0.2296,1.0000,-2.1613, 0.0000, 0.0000, 0.0000, 0.3655
 37.000, 1.4103, 0.47706, 0.46483,-0.2737,0.2175,1.0000,-2.2216, 0.0000, 0.0000, 0.0000, 0.3664
 38.000, 1.4254, 0.48653, 0.47456,-0.2841,0.2055,1.0000,-2.2748, 0.0000, 0.0000, 0.0000, 0.3671
 39.000, 1.4395, 0.49981, 0.48817,-0.2942,0.1933,1.0000,-2.3251, 0.0000, 0.0000, 0.0000, 0.3673
 40.000, 1.4513, 0.50817, 0.49686,-0.3048,0.1811,1.0000,-2.3604, 0.0000, 0.0000, 0.0000, 0.3678
 41.000, 1.4598, 0.50920, 0.49813,-0.3167,0.1734,1.0000,-2.3647, 0.0000, 0.0000, 0.0000, 0.3692
 42.000, 1.4693, 0.52749, 0.51676,-0.3264,0.1641,1.0000,-2.3976, 0.0000, 0.0000, 0.0000, 0.3689
 43.000, 1.4741, 0.52378, 0.51336,-0.3388,0.1560,1.0000,-2.3839, 0.0000, 0.0000, 0.0000, 0.3703
 44.000, 1.4793, 0.53829, 0.52819,-0.3490,0.1486,1.0000,-2.3995, 0.0000, 0.0000, 0.0000, 0.3702
 45.000, 1.4810, 0.53731, 0.52754,-0.3612,0.1408,1.0000,-2.3843, 0.0000, 0.0000, 0.0000, 0.3712
 46.000, 1.4827, 0.55418, 0.54474,-0.3711,0.1343,1.0000,-2.4012, 0.0000, 0.0000, 0.0000, 0.3708
 47.000, 1.4805, 0.54957, 0.54044,-0.3838,0.1289,1.0000,-2.3739, 0.0000, 0.0000, 0.0000, 0.3719
 48.000, 1.4783, 0.56139, 0.55266,-0.3941,0.1219,1.0000,-2.3879, 0.0000, 0.0000, 0.0000, 0.3715


