xflr5 v6.47

 Calculated polar for: DAE51

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.060 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -1.536,-0.0000, 0.02948, 0.01935,-0.0717,1.0000,0.1326,-1.6060, 0.0000,-31561153490.0476
 -1.202, 0.0500, 0.02830, 0.01815,-0.0745,0.9963,0.1575,-1.5178, 0.0000, 1.7514
 -0.956, 0.1000, 0.02732, 0.01736,-0.0787,0.9903,0.2239,-1.4379, 0.0000, 1.0416
 -0.613, 0.1500, 0.02453, 0.01682,-0.0795,0.9808,1.0000,-1.3166, 0.0000, 0.7822
 -0.350, 0.2000, 0.02547, 0.01720,-0.0843,0.9714,1.0000,-1.1058, 0.0000, 0.6727
 -0.037, 0.2500, 0.02644, 0.01775,-0.0884,0.9584,1.0000,-0.8799, 0.0000, 0.6039
  0.289, 0.3000, 0.02746, 0.01841,-0.0922,0.9446,1.0000,-0.6808, 0.0000, 0.5569
  0.625, 0.3500, 0.02850, 0.01918,-0.0957,0.9300,1.0000,-0.5428, 0.0000, 0.5225
  0.968, 0.4000, 0.02955, 0.02001,-0.0989,0.9149,1.0000,-0.5772, 0.0000, 0.4960
  1.316, 0.4500, 0.03058, 0.02088,-0.1019,0.8994,1.0000,-0.6142, 0.0000, 0.4748
  1.771, 0.5000, 0.03197, 0.02215,-0.1032,0.8765,1.0000,-0.6560, 0.0000, 0.4541
  2.146, 0.5500, 0.03302, 0.02313,-0.1053,0.8586,1.0000,-0.7000, 0.0000, 0.4389
  2.509, 0.6000, 0.03392, 0.02402,-0.1074,0.8417,1.0000,-0.7478, 0.0000, 0.4261
  2.862, 0.6500, 0.03467, 0.02479,-0.1094,0.8253,1.0000,-0.8002, 0.0000, 0.4150
  3.350, 0.7000, 0.03600, 0.02619,-0.1092,0.7986,1.0000,-0.8628, 0.0000, 0.4023
  3.700, 0.7500, 0.03641, 0.02669,-0.1105,0.7820,1.0000,-0.9278, 0.0000, 0.3932
  4.565, 0.8500, 0.03756, 0.02817,-0.1096,0.7347,1.0000,-1.1062, 0.0000, 0.3740
  4.981, 0.9000, 0.03751, 0.02837,-0.1085,0.7115,1.0000,-1.2402, 0.0000, 0.3652
  5.416, 0.9500, 0.03728, 0.02838,-0.1066,0.6858,1.0000,-1.4447, 0.0000, 0.3564
  6.157, 1.0500, 0.03472, 0.02637,-0.1028,0.6416,1.0000,-1.9273, 0.0000, 0.3413
  6.460, 1.1000, 0.03249, 0.02439,-0.1012,0.6228,1.0000,-2.1932, 0.0000, 0.3350
  6.823, 1.1500, 0.03052, 0.02262,-0.0986,0.5930,1.0000,-2.5131, 0.0000, 0.3283
  7.826, 1.2500, 0.02770, 0.01997,-0.0884,0.4623,1.0000,-3.3561, 0.0000, 0.3118
 11.658, 1.4000, 0.06747, 0.05936,-0.0516,0.0829,1.0000,-4.9042, 0.0000, 0.2726
 12.343, 1.3500, 0.07771, 0.07053,-0.0427,0.0823,1.0000,-4.8063, 0.0000, 0.2665
 12.884, 1.3000, 0.08762, 0.08099,-0.0394,0.0828,1.0000,-4.6756, 0.0000, 0.2644


