xflr5 v6.61

 Calculated polar for: C:/Users/yunic/OneDrive/ï∂ûÉ/26ë„ÉyÉâê›åv/GEMINI.dat

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.270 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-21.000,-0.3872, 0.20378, 0.20066,-0.0105,1.0000,0.0258,-1.4304, 0.0000, 0.0000, 0.0000, 0.2005
-20.000,-0.3666, 0.19520, 0.19205,-0.0140,1.0000,0.0287,-1.3349, 0.0000, 0.0000, 0.0000, 0.1898
-19.000,-0.3541, 0.18593, 0.18277,-0.0185,1.0000,0.0315,-1.3877, 0.0000, 0.0000, 0.0000, 0.1758
-18.000,-0.3559, 0.17642, 0.17326,-0.0246,1.0000,0.0353,-1.6065, 0.0000, 0.0000, 0.0000, 0.1585
-17.000,-0.3351, 0.16834, 0.16516,-0.0271,1.0000,0.0399,-1.4447, 0.0000, 0.0000, 0.0000, 0.1470
-12.000,-0.7696, 0.05062, 0.04640,-0.0743,1.0000,0.0327,-5.1755, 0.0000, 0.0000, 0.0000, 0.1371
-11.000,-0.8592, 0.04138, 0.03643,-0.0536,1.0000,0.0328,-5.3696, 0.0000, 0.0000, 0.0000, 0.1738
-10.000,-0.8877, 0.03456, 0.02854,-0.0353,0.9974,0.0347,-5.2633, 0.0000, 0.0000, 0.0000, 0.1979
 -9.000,-0.7643, 0.02731, 0.02050,-0.0426,0.9822,0.0401,-4.5113, 0.0000, 0.0000, 0.0000, 0.1825
 -8.000,-0.6244, 0.02242, 0.01510,-0.0506,0.9672,0.0475,-3.6990, 0.0000, 0.0000, 0.0000, 0.1573
 -7.000,-0.4850, 0.01806, 0.01075,-0.0582,0.9489,0.0593,-2.9398, 0.0000, 0.0000, 0.0000, 0.1182
 -6.000,-0.3662, 0.01509, 0.00772,-0.0608,0.9186,0.0805,-2.3275, 0.0000, 0.0000, 0.0000, 0.0717
 -5.000,-0.2771, 0.01223, 0.00558,-0.0573,0.8793,0.2448,-1.8688, 0.0000, 0.0000, 0.0000, 0.0304
 -4.000,-0.1896, 0.01078, 0.00468,-0.0527,0.8406,0.4359,-1.4394, 0.0000, 0.0000, 0.0000,-0.0419
 -3.000,-0.1015, 0.01015, 0.00434,-0.0473,0.8038,0.5991,-1.0606, 0.0000, 0.0000, 0.0000,-0.2341
 -2.000,-0.0076, 0.00990, 0.00417,-0.0426,0.7690,0.7081,-0.7283, 0.0000, 0.0000, 0.0000,-5.4889
 -1.000, 0.0943, 0.00976, 0.00400,-0.0397,0.7342,0.7827,-0.6153, 0.0000, 0.0000, 0.0000, 0.6754
  0.000, 0.2025, 0.00978, 0.00402,-0.0382,0.6980,0.8562,-0.7030, 0.0000, 0.0000, 0.0000, 0.4368
  1.000, 0.3370, 0.01018, 0.00432,-0.0421,0.6599,0.9242,-0.8127, 0.0000, 0.0000, 0.0000, 0.3713
  2.000, 0.4979, 0.01075, 0.00465,-0.0525,0.6186,0.9564,-0.9497, 0.0000, 0.0000, 0.0000, 0.3508
  3.000, 0.6591, 0.01130, 0.00505,-0.0636,0.5734,0.9811,-1.1035, 0.0000, 0.0000, 0.0000, 0.3410
  4.000, 0.8118, 0.01174, 0.00532,-0.0737,0.5288,1.0000,-1.2742, 0.0000, 0.0000, 0.0000, 0.3344
  5.000, 0.8898, 0.01222, 0.00574,-0.0682,0.4909,1.0000,-1.4039, 0.0000, 0.0000, 0.0000, 0.3192
  6.000, 0.9624, 0.01288, 0.00640,-0.0613,0.4492,1.0000,-1.8154, 0.0000, 0.0000, 0.0000, 0.3050
  7.000, 1.0320, 0.01372, 0.00724,-0.0536,0.4046,1.0000,-2.3403, 0.0000, 0.0000, 0.0000, 0.2921
  8.000, 1.0954, 0.01479, 0.00831,-0.0449,0.3525,1.0000,-2.8940, 0.0000, 0.0000, 0.0000, 0.2798
  9.000, 1.1346, 0.01652, 0.00985,-0.0321,0.2638,1.0000,-3.4166, 0.0000, 0.0000, 0.0000, 0.2657
 10.000, 1.0842, 0.02329, 0.01524,-0.0092,0.0586,1.0000,-3.5929, 0.0000, 0.0000, 0.0000, 0.2442
 11.000, 1.0890, 0.03002, 0.02219, 0.0002,0.0417,1.0000,-3.9342, 0.0000, 0.0000, 0.0000, 0.2338
 12.000, 1.0862, 0.03906, 0.03151, 0.0058,0.0353,1.0000,-4.2544, 0.0000, 0.0000, 0.0000, 0.2266
 13.000, 1.0884, 0.04862, 0.04127, 0.0093,0.0309,1.0000,-4.5912, 0.0000, 0.0000, 0.0000, 0.2214
 14.000, 1.1148, 0.05587, 0.04854, 0.0132,0.0275,1.0000,-5.0319, 0.0000, 0.0000, 0.0000, 0.2163
 15.000, 1.1487, 0.06317, 0.05619, 0.0153,0.0247,1.0000,-5.5381, 0.0000, 0.0000, 0.0000, 0.2129
 16.000, 1.1945, 0.06992, 0.06326, 0.0188,0.0229,1.0000,-6.0856, 0.0000, 0.0000, 0.0000, 0.2088
 17.000, 1.1884, 0.08308, 0.07717, 0.0180,0.0218,1.0000,-6.2941, 0.0000, 0.0000, 0.0000, 0.2073
 18.000, 1.1547, 0.10114, 0.09602, 0.0132,0.0214,1.0000,-6.3023, 0.0000, 0.0000, 0.0000, 0.2086
 19.000, 1.0864, 0.12732, 0.12302, 0.0008,0.0220,1.0000,-5.9616, 0.0000, 0.0000, 0.0000, 0.2168
 20.000, 1.0145, 0.15882, 0.15511,-0.0182,0.0231,1.0000,-5.4133, 0.0000, 0.0000, 0.0000, 0.2334


