xflr5 v6.61

 Calculated polar for: C:/Users/yunic/OneDrive/•¶žƒ/CAD/—ƒŒ^/prop2025/ge51_75.dat

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.050 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-24.000,-0.4569, 0.23733, 0.23072, 0.0161,1.0000,0.0554,-0.9081, 0.0000, 0.0000, 0.0000, 0.2743
-23.000,-0.4354, 0.22603, 0.21936, 0.0108,1.0000,0.0607,-0.8713, 0.0000, 0.0000, 0.0000, 0.2648
-22.000,-0.4216, 0.22049, 0.21375, 0.0043,1.0000,0.0662,-0.9446, 0.0000, 0.0000, 0.0000, 0.2509
-21.000,-0.3964, 0.20610, 0.19936,-0.0004,1.0000,0.0697,-0.9277, 0.0000, 0.0000, 0.0000, 0.2401
-20.000,-0.3730, 0.19540, 0.18862,-0.0052,1.0000,0.0772,-0.9072, 0.0000, 0.0000, 0.0000, 0.2277
-19.000,-0.3686, 0.19465, 0.18783,-0.0118,1.0000,0.0820,-1.0092, 0.0000, 0.0000, 0.0000, 0.2102
-18.000,-0.3303, 0.17579, 0.16897,-0.0148,1.0000,0.0902,-0.8891, 0.0000, 0.0000, 0.0000, 0.1972
-17.000,-0.3319, 0.17629, 0.16950,-0.0210,1.0000,0.0983,-1.0238, 0.0000, 0.0000, 0.0000, 0.1794
-16.000,-0.2900, 0.15769, 0.15088,-0.0235,1.0000,0.1097,-0.9271, 0.0000, 0.0000, 0.0000, 0.1613
-15.000,-0.2754, 0.14961, 0.14286,-0.0277,1.0000,0.1183,-0.9578, 0.0000, 0.0000, 0.0000, 0.1419
-14.000,-0.2742, 0.14608, 0.13937,-0.0315,1.0000,0.1312,-1.0115, 0.0000, 0.0000, 0.0000, 0.1278
-13.000,-0.2548, 0.13551, 0.12886,-0.0335,1.0000,0.1474,-0.9821, 0.0000, 0.0000, 0.0000, 0.1107
-12.000,-0.2538, 0.12849, 0.12191,-0.0350,1.0000,0.1647,-1.0339, 0.0000, 0.0000, 0.0000, 0.1044
-11.000,-0.2586, 0.12021, 0.11379,-0.0365,1.0000,0.1824,-1.0925, 0.0000, 0.0000, 0.0000, 0.1020
-10.000,-0.3590, 0.12297, 0.11590,-0.0258,1.0000,0.1899,-1.3498, 0.0000, 0.0000, 0.0000, 0.1682
 -9.000,-0.3733, 0.11507, 0.10835,-0.0303,1.0000,0.2169,-1.4355, 0.0000, 0.0000, 0.0000, 0.1608
 -8.000,-0.3648, 0.10328, 0.09686,-0.0282,1.0000,0.2513,-1.3988, 0.0000, 0.0000, 0.0000, 0.1657
 -7.000,-0.3527, 0.09169, 0.08559,-0.0197,1.0000,0.2955,-1.3083, 0.0000, 0.0000, 0.0000, 0.1876
 -6.000,-0.4218, 0.08767, 0.08210,-0.0061,1.0000,0.3379,-1.3804, 0.0000, 0.0000, 0.0000, 0.2312
 -5.000,-0.4350, 0.07886, 0.07357, 0.0067,1.0000,0.4059,-1.3651, 0.0000, 0.0000, 0.0000, 0.2619
 -4.000,-0.3390, 0.04541, 0.03784,-0.0480,1.0000,0.1417,-2.0423, 0.0000, 0.0000, 0.0000, 0.1040
 -3.000,-0.2244, 0.03408, 0.02430,-0.0533,1.0000,0.1384,-2.0010, 0.0000, 0.0000, 0.0000, 0.0069
