xflr5 v6.61

 Calculated polar for: C:/Users/yunic/OneDrive/•¶žƒ/CAD/—ƒŒ^/prop2025/ge51_75.dat

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.290 e 6     Ncrit =   9.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
-22.000,-0.7057, 0.27046, 0.26716, 0.0513,1.0000,0.0119,-1.6047, 0.0000, 0.0000, 0.0000, 0.3028
-21.000,-0.6705, 0.25837, 0.25507, 0.0409,1.0000,0.0130,-1.7517, 0.0000, 0.0000, 0.0000, 0.2922
-20.000,-0.6368, 0.24416, 0.24085, 0.0336,1.0000,0.0134,-1.7475, 0.0000, 0.0000, 0.0000, 0.2850
-19.000,-0.6024, 0.23191, 0.22860, 0.0265,1.0000,0.0148,-1.6115, 0.0000, 0.0000, 0.0000, 0.2774
-18.000,-0.5683, 0.21877, 0.21548, 0.0188,1.0000,0.0165,-1.6015, 0.0000, 0.0000, 0.0000, 0.2673
-17.000,-0.5417, 0.20699, 0.20371, 0.0079,1.0000,0.0175,-1.8333, 0.0000, 0.0000, 0.0000, 0.2497
-16.000,-0.5063, 0.19119, 0.18793, 0.0041,1.0000,0.0185,-1.6438, 0.0000, 0.0000, 0.0000, 0.2439
-15.000,-0.4756, 0.17823, 0.17498,-0.0019,1.0000,0.0207,-1.6003, 0.0000, 0.0000, 0.0000, 0.2325
-14.000,-0.4589, 0.16579, 0.16258,-0.0121,1.0000,0.0232,-1.8905, 0.0000, 0.0000, 0.0000, 0.2108
-13.000,-0.4307, 0.14937, 0.14620,-0.0160,1.0000,0.0241,-1.8322, 0.0000, 0.0000, 0.0000, 0.2005
-12.000,-0.4028, 0.13643, 0.13329,-0.0198,1.0000,0.0262,-1.6672, 0.0000, 0.0000, 0.0000, 0.1890
-11.000,-0.3886, 0.12231, 0.11924,-0.0287,1.0000,0.0302,-1.8376, 0.0000, 0.0000, 0.0000, 0.1652
 -9.000,-0.2534, 0.07567, 0.07313,-0.0490,0.9934,0.0401,-1.6933, 0.0000, 0.0000, 0.0000, 0.0493
 -8.000,-0.3794, 0.08316, 0.08053,-0.0395,0.9980,0.0380,-2.0431, 0.0000, 0.0000, 0.0000, 0.1383
 -7.000,-0.2928, 0.05042, 0.04735,-0.0892,0.9702,0.0429,-2.4866, 0.0000, 0.0000, 0.0000,-0.0634
 -6.000,-0.2042, 0.03404, 0.02966,-0.1010,0.9399,0.0546,-2.3920, 0.0000, 0.0000, 0.0000,-0.2555
 -5.000,-0.1135, 0.01810, 0.01155,-0.0978,0.9100,0.0321,-2.8546, 0.0000, 0.0000, 0.0000,-0.6306
 -4.000,-0.0108, 0.01437, 0.00738,-0.0954,0.8834,0.0388,-2.3098, 0.0000, 0.0000, 0.0000,-8.7358
 -3.000, 0.0928, 0.01202, 0.00484,-0.0934,0.8562,0.0666,-1.7419, 0.0000, 0.0000, 0.0000, 1.2685
 -2.000, 0.1932, 0.00954, 0.00375,-0.0919,0.8279,0.4680,-1.1763, 0.0000, 0.0000, 0.0000, 0.7289
 -1.000, 0.2882, 0.00839, 0.00360,-0.0869,0.7996,0.8379,-0.6441, 0.0000, 0.0000, 0.0000, 0.5523
  0.000, 0.4281, 0.00818, 0.00316,-0.0922,0.7690,1.0000,-0.6718, 0.0000, 0.0000, 0.0000, 0.4644
  1.000, 0.5356, 0.00838, 0.00301,-0.0911,0.7342,1.0000,-0.7637, 0.0000, 0.0000, 0.0000, 0.4181
  2.000, 0.6431, 0.00867, 0.00308,-0.0901,0.6947,1.0000,-0.8714, 0.0000, 0.0000, 0.0000, 0.3871
  3.000, 0.7503, 0.00906, 0.00328,-0.0890,0.6508,1.0000,-1.0009, 0.0000, 0.0000, 0.0000, 0.3647
  4.000, 0.8559, 0.00959, 0.00371,-0.0878,0.6010,1.0000,-1.1549, 0.0000, 0.0000, 0.0000, 0.3477
  5.000, 0.9593, 0.01034, 0.00438,-0.0863,0.5464,1.0000,-1.5199, 0.0000, 0.0000, 0.0000, 0.3340
  6.000, 1.0583, 0.01130, 0.00528,-0.0841,0.4791,1.0000,-2.0765, 0.0000, 0.0000, 0.0000, 0.3224
  7.000, 1.1476, 0.01276, 0.00651,-0.0806,0.3757,1.0000,-2.7617, 0.0000, 0.0000, 0.0000, 0.3118
  8.000, 1.2240, 0.01523, 0.00852,-0.0756,0.2437,1.0000,-3.5114, 0.0000, 0.0000, 0.0000, 0.3021
  9.000, 1.2549, 0.02082, 0.01291,-0.0647,0.0557,1.0000,-4.0757, 0.0000, 0.0000, 0.0000, 0.2906
 10.000, 1.2818, 0.02608, 0.01841,-0.0543,0.0364,1.0000,-4.6338, 0.0000, 0.0000, 0.0000, 0.2799
 11.000, 1.2964, 0.03333, 0.02595,-0.0455,0.0292,1.0000,-5.1470, 0.0000, 0.0000, 0.0000, 0.2711
 12.000, 1.3264, 0.04004, 0.03303,-0.0401,0.0244,1.0000,-5.7724, 0.0000, 0.0000, 0.0000, 0.2645
 14.000, 1.3619, 0.05897, 0.05307,-0.0296,0.0194,1.0000,-6.7814, 0.0000, 0.0000, 0.0000, 0.2525
 15.000, 1.3519, 0.07169, 0.06640,-0.0284,0.0178,1.0000,-7.1875, 0.0000, 0.0000, 0.0000, 0.2499
 16.000, 1.3152, 0.08984, 0.08525,-0.0312,0.0173,1.0000,-7.2923, 0.0000, 0.0000, 0.0000, 0.2506
 17.000, 1.2443, 0.11714, 0.11341,-0.0430,0.0174,1.0000,-6.9334, 0.0000, 0.0000, 0.0000, 0.2595
 18.000, 0.7917, 0.14364, 0.14108,-0.0455,0.0236,1.0000,-3.6919, 0.0000, 0.0000, 0.0000, 0.2862
 19.000, 0.7132, 0.18936, 0.18677,-0.0619,0.0391,1.0000,-1.8354, 0.0000, 0.0000, 0.0000, 0.3182
 20.000, 0.7046, 0.20567, 0.20308,-0.0714,0.0336,1.0000,-1.4980, 0.0000, 0.0000, 0.0000, 0.3324
 21.000, 0.7281, 0.21843, 0.21589,-0.0734,0.0297,1.0000,-1.6931, 0.0000, 0.0000, 0.0000, 0.3299
 22.000, 0.7232, 0.23362, 0.23108,-0.0823,0.0261,1.0000,-1.3592, 0.0000, 0.0000, 0.0000, 0.3423
 23.000, 0.7410, 0.24506, 0.24258,-0.0859,0.0227,1.0000,-1.5413, 0.0000, 0.0000, 0.0000, 0.3424
 24.000, 1.1605, 0.31417, 0.31135,-0.1605,0.0170,1.0000,-2.4562, 0.0000, 0.0000, 0.0000, 0.3539
 25.000, 1.1881, 0.32925, 0.32642,-0.1710,0.0159,1.0000,-2.3576, 0.0000, 0.0000, 0.0000, 0.3571
 26.000, 1.2181, 0.34274, 0.33994,-0.1826,0.0133,1.0000,-2.3110, 0.0000, 0.0000, 0.0000, 0.3607
 27.000, 1.2462, 0.35301, 0.35028,-0.1902,0.0121,1.0000,-2.6196, 0.0000, 0.0000, 0.0000, 0.3603
 28.000, 1.2743, 0.36581, 0.36308,-0.2032,0.0116,1.0000,-2.3971, 0.0000, 0.0000, 0.0000, 0.3646
 29.000, 1.3027, 0.37727, 0.37458,-0.2145,0.0095,1.0000,-2.3285, 0.0000, 0.0000, 0.0000, 0.3669
 30.000, 1.3265, 0.38663, 0.38400,-0.2234,0.0087,1.0000,-2.5473, 0.0000, 0.0000, 0.0000, 0.3672
 31.000, 1.3520, 0.39845, 0.39585,-0.2355,0.0084,1.0000,-2.4564, 0.0000, 0.0000, 0.0000, 0.3698
 32.000, 1.3779, 0.40987, 0.40731,-0.2472,0.0072,1.0000,-2.3839, 0.0000, 0.0000, 0.0000, 0.3717
 33.000, 1.3993, 0.41945, 0.41695,-0.2580,0.0063,1.0000,-2.4737, 0.0000, 0.0000, 0.0000, 0.3729


